GEO_CODE,GEO_NAME,MEAN_AGE
1310037,"Stanley, VL",47
1310054,"Nackawic, TV",45.6
1311001,"Richmond, P",41.9
1311004,"Woodstock, P",41.1
1311005,"Woodstock 23, IRI",37
1311006,"Woodstock, TV",44
1311008,"Northampton, P",41.4
1311011,"Brighton, P",42.9
1311012,"Hartland, TV",45.3
1311014,"Wakefield, P",42.2
1311018,"Wilmot, P",43.9
1311019,"Centreville, VL",43
1311021,"Simonds, P",45.3
1311024,"Peel, P",40.8
1311026,"Aberdeen, P",46.5
1311027,"Florenceville-Bristol, TV",42.1
1311028,"Kent, P",43.3
1311030,"Bath, VL",47.3
1311031,"Wicklow, P",41.3
1312001,"Andover, P",44.5
1312002,"Aroostook, VL",46.5
1312004,"Perth, P",47.5
1312006,"Perth-Andover, VL",47.7
1312007,"Tobique 20, IRI",33.2
1312008,"Gordon, P",46.7
1312009,"Plaster Rock, VL",48.4
1312011,"Lorne, P",52.3
1312014,"Denmark, P",44
1312016,"Grand Falls, P",42
1312019,"Grand Falls / Grand-Sault, TV",46.5
1312021,"Drummond, P",40.9
1312023,"Drummond, VL",44.8
1313001,"Saint-André, P",43
1313002,"Saint-André, RCR",42.2
1313004,"Saint-Léonard, P",43.4
1313006,"Saint-Léonard, TV",44.5
1313008,"Notre-Dame-de-Lourdes, P",48.1
1313011,"Sainte-Anne, P",45.6
1313012,"Sainte-Anne-de-Madawaska, VL",45.6
1313014,"Rivière-Verte, VL",46.1
1313015,"Rivière-Verte, P",43.2
1313018,"Saint-Basile, P",43.1
1313020,"St. Basile 10, IRI",42.6
1313022,"Saint-Joseph, P",44.3
1313024,"Saint-Jacques, P",45.9
1313027,"Edmundston, C",47.3
1313032,"Saint-Hilaire, P",42.5
1313033,"St. Hilaire, VL",38.2
1313034,"Baker Brook, P",44.7
1313035,"Baker-Brook, VL",46.7
1313037,"Lac Baker, VL",52
1313038,"Clair, P",47.2
1313039,"Clair, VL",44.9
1313041,"Saint-François, P",44.5
1313042,"Saint-François de Madawaska, VL",47.6
1314001,"Durham, P",51.4
1314003,"Colborne, P",53
1314004,"Charlo, VL",48.7
1314005,"Balmoral, P",42.5
1314006,"Balmoral, VL",45.2
1314008,"Dalhousie, P",47.8
1314010,"Eel River 3, IRI",34.8
1314011,"Eel River Crossing, VL",45
1314012,"Addington, P",48.6
1314013,"Atholville, VL",46.2
1314014,"Campbellton, C",47.7
1314015,"Tide Head, VL",45.7
1314016,"Eldon, P",49.3
1314017,"Dalhousie, TV",54.1
1314020,"Kedgwick, RCR",44.3
1314021,"Saint-Quentin, P",42.6
1314022,"Saint-Quentin, TV",45.4
1314025,"Belledune, VL",51.4
1314026,"Indian Ranch, IRI",33
1315002,"Tracadie, RGM",46.1
1315006,"Allardville, P",46.7
1315008,"Bathurst, P",46
1315010,"Pabineau 11, IRI",34.6
1315011,"Bathurst, C",48.9
1315012,"Beresford, P",45.2
1315013,"Pointe-Verte, VL",50.2
1315014,"Petit-Rocher, VL",49.3
1315015,"Beresford, TV",46.2
1315016,"New Bandon, P",51.8
1315017,"Saint-Léolin, VL",49.6
1315019,"Paquetville, P",47.1
1315020,"Paquetville, VL",46.7
1315021,"Saint-Isidore, P",44.7
1315022,"Saint-Isidore, VL",46.5
1315024,"Inkerman, P",48.4
1315026,"Caraquet, P",47.8
1315027,"Bas-Caraquet, VL",49.6
1315028,"Caraquet, TV",47.5
1315029,"Shippagan, P",47.6
1315030,"Le Goulet, VL",50.4
1315031,"Shippagan, TV",46.6
1315032,"Lamèque, TV",50.4
1315033,"Sainte-Marie-Saint-Raphaël, VL",48.2
1315036,"Bertrand, VL",49.9
1315037,"Nigadoo, VL",45.9
1315038,"Grande-Anse, VL",52.5
1315040,"Maisonnette, VL",54.6
2401023,"Les Îles-de-la-Madeleine, MÉ",48
2401042,"Grosse-Île, MÉ",45.2
2402005,"Percé, V",50.1
2402010,"Sainte-Thérèse-de-Gaspé, MÉ",48.8
2402015,"Grande-Rivière, V",47.9
2402028,"Chandler, V",49.4
2402047,"Port-Daniel--Gascons, MÉ",50.4
2403005,"Gaspé, V",45.6
2403010,"Cloridorme, CT",53.9
2403015,"Petite-Vallée, MÉ",53.8
2403020,"Grande-Vallée, MÉ",50.6
2403025,"Murdochville, V",46.8
2404005,"Sainte-Madeleine-de-la-Rivière-Madeleine, MÉ",58
2404010,"Saint-Maxime-du-Mont-Louis, MÉ",48.2
2404015,"Mont-Saint-Pierre, VL",57.5
2404020,"Rivière-à-Claude, MÉ",59.5
2404025,"Marsoui, VL",50.3
2404030,"La Martre, MÉ",47.1
2404037,"Sainte-Anne-des-Monts, V",47.1
2404047,"Cap-Chat, V",51.2
2404902,"Mont-Albert, NO",46.6
2405010,"Shigawake, MÉ",49.2
2405015,"Saint-Godefroi, CT",51.5
2405020,"Hope Town, MÉ",46
2405025,"Hope, CT",53.9
2405032,"Paspébiac, V",49.8
2405040,"New Carlisle, MÉ",49.9
2405045,"Bonaventure, V",47
2405050,"Saint-Elzéar, MÉ",47.6
2405055,"Saint-Siméon, PE",46.3
2405060,"Caplan, MÉ",48
2405065,"Saint-Alphonse, MÉ",44.8
2405070,"New Richmond, V",46.5
2405077,"Cascapédia--Saint-Jules, MÉ",43.8
2406005,"Maria, MÉ",46.9
2406013,"Carleton-sur-Mer, V",46.3
2406020,"Nouvelle, MÉ",47.2
2406025,"Escuminac, MÉ",44.1
2406030,"Pointe-à-la-Croix, MÉ",45.1
2406035,"Ristigouche-Partie-Sud-Est, CT",49.1
2406040,"Saint-André-de-Restigouche, MÉ",49.3
2406045,"Matapédia, MÉ",50
2406050,"Saint-Alexis-de-Matapédia, MÉ",52.1
2406055,"Saint-François-d'Assise, MÉ",50.8
2406060,"L'Ascension-de-Patapédia, MÉ",53.8
2406802,"Gesgapegiag, IRI",31.5
2406804,"Listuguj, IRI",36.3
2407005,"Sainte-Marguerite-Marie, MÉ",49.2
2407010,"Sainte-Florence, MÉ",49
2407018,"Causapscal, V",47.9
2407025,"Albertville, MÉ",47.6
2407030,"Saint-Léon-le-Grand, PE",45.6
2407035,"Saint-Zénon-du-Lac-Humqui, PE",46.3
2407040,"Sainte-Irène, PE",43.4
2407047,"Amqui, V",45
2407057,"Lac-au-Saumon, MÉ",47.3
2407065,"Saint-Alexandre-des-Lacs, PE",46.7
2407070,"Saint-Tharcisius, PE",43.8
2407075,"Saint-Vianney, MÉ",45.6
2407080,"Val-Brillant, MÉ",45.4
2407085,"Sayabec, MÉ",45.3
2407090,"Saint-Cléophas, PE",44.8
2407095,"Saint-Moïse, PE",46.6
2407100,"Saint-Noël, VL",45
2407105,"Saint-Damase, PE",44.4
2407908,"Lac-Casault, NO",41.5
2407914,"Lac-Matapédia, NO",47.4
2408005,"Les Méchins, MÉ",50.4
2408010,"Saint-Jean-de-Cherbourg, PE",49.8
2408015,"Grosses-Roches, MÉ",53.1
2408023,"Sainte-Félicité, MÉ",49.4
2408030,"Saint-Adelme, PE",45.3
2408035,"Saint-René-de-Matane, MÉ",46.3
2408040,"Sainte-Paule, MÉ",52
2408053,"Matane, V",47.6
2408065,"Saint-Léandre, PE",44.3
2408073,"Saint-Ulric, MÉ",46.6
2408080,"Baie-des-Sables, MÉ",46.6
2408902,"Rivière-Bonjour, NO",51
2409005,"La Rédemption, PE",44.8
2409010,"Saint-Charles-Garnier, PE",48.8
2409015,"Les Hauteurs, MÉ",42.8
2409020,"Sainte-Jeanne-d'Arc, PE",44.7
2409025,"Saint-Gabriel-de-Rimouski, MÉ",41.4
2409030,"Saint-Donat, PE",42.4
2409035,"Sainte-Angèle-de-Mérici, MÉ",42.2
2409040,"Padoue, MÉ",47.4
2409048,"Métis-sur-Mer, V",48.8
2409055,"Saint-Octave-de-Métis, PE",43.4
2409060,"Grand-Métis, MÉ",53.6
2409065,"Price, VL",42.7
2409070,"Saint-Joseph-de-Lepage, PE",47
2409077,"Mont-Joli, V",46.8
2409085,"Sainte-Flavie, PE",47.2
2409092,"Sainte-Luce, MÉ",44.7
2410005,"Esprit-Saint, MÉ",49.5
2410010,"La Trinité-des-Monts, PE",51.2
2410015,"Saint-Narcisse-de-Rimouski, PE",42.9
2410025,"Saint-Marcellin, PE",47.6
2410030,"Saint-Anaclet-de-Lessard, PE",40.3
2410043,"Rimouski, V",44.9
2410060,"Saint-Valérien, PE",41.1
2410070,"Saint-Fabien, PE",45.6
2410075,"Saint-Eugène-de-Ladrière, PE",44.6
2411005,"Saint-Clément, PE",43.2
2411010,"Saint-Jean-de-Dieu, MÉ",46.6
2411015,"Sainte-Rita, MÉ",46.4
2411020,"Saint-Guy, MÉ",62.2
2411025,"Saint-Médard, MÉ",51.8
2411030,"Sainte-Françoise, PE",48.5
2411035,"Saint-Éloi, PE",49.1
2411040,"Trois-Pistoles, V",53
2411045,"Notre-Dame-des-Neiges, MÉ",50.3
2411050,"Saint-Mathieu-de-Rioux, PE",50.4
2411055,"Saint-Simon, PE",51
2412005,"Saint-Cyprien, MÉ",44.6
2412010,"Saint-Hubert-de-Rivière-du-Loup, MÉ",46.5
2412015,"Saint-Antonin, MÉ",39.4
2412020,"Saint-Modeste, MÉ",37.1
2412025,"Saint-François-Xavier-de-Viger, MÉ",43.5
2412030,"Saint-Épiphane, MÉ",41.7
2412035,"Saint-Paul-de-la-Croix, PE",47.8
2412043,"L'Isle-Verte, MÉ",46.8
2412057,"Cacouna, MÉ",43.4
2412065,"Saint-Arsène, PE",39.3
2412072,"Rivière-du-Loup, V",45.7
2412080,"Notre-Dame-du-Portage, MÉ",47.5
2413005,"Dégelis, V",47.9
2413010,"Saint-Jean-de-la-Lande, MÉ",48.7
2413015,"Packington, PE",44.8
2413020,"Saint-Marc-du-Lac-Long, PE",48.9
2413025,"Rivière-Bleue, MÉ",49.9
2413030,"Saint-Eusèbe, PE",43.4
2413040,"Saint-Juste-du-Lac, MÉ",46.8
2413045,"Auclair, MÉ",44.7
2413050,"Lejeune, MÉ",46.1
2413055,"Biencourt, MÉ",51.6
2413060,"Lac-des-Aigles, MÉ",45.6
2413065,"Saint-Michel-du-Squatec, MÉ",52.8
2413073,"Témiscouata-sur-le-Lac, V",46.8
2413075,"Saint-Pierre-de-Lamy, MÉ",44.5
2413080,"Saint-Louis-du-Ha! Ha!, PE",47.4
2413085,"Saint-Elzéar-de-Témiscouata, MÉ",41.1
2413090,"Saint-Honoré-de-Témiscouata, MÉ",44.9
2413095,"Pohénégamook, V",47.4
2413100,"Saint-Athanase, MÉ",43.6
2414005,"Mont-Carmel, MÉ",49.8
2414010,"Saint-Bruno-de-Kamouraska, MÉ",46.9
2414018,"Saint-Pascal, V",47.7
2414025,"Sainte-Hélène-de-Kamouraska, MÉ",42.9
2414030,"Saint-Joseph-de-Kamouraska, PE",37.9
2414035,"Saint-Alexandre-de-Kamouraska, MÉ",42.7
2414040,"Saint-André, MÉ",47.3
2414045,"Saint-Germain, PE",45
2414050,"Kamouraska, MÉ",48.5
2414055,"Saint-Denis-De La Bouteillerie, MÉ",48.2
2414060,"Saint-Philippe-de-Néri, PE",45.5
2414065,"Rivière-Ouelle, MÉ",47.2
2414070,"Saint-Pacôme, MÉ",47.7
2414075,"Saint-Gabriel-Lalemant, MÉ",47.2
2414080,"Saint-Onésime-d'Ixworth, MÉ",44.4
2414085,"La Pocatière, V",47.3
2414090,"Sainte-Anne-de-la-Pocatière, PE",43.1
2415005,"Saint-Irénée, PE",50.9
2415013,"La Malbaie, V",47
2415025,"Notre-Dame-des-Monts, MÉ",42.2
2415030,"Saint-Aimé-des-Lacs, MÉ",45.4
2415035,"Clermont, V",45.8
2415058,"Saint-Siméon, MÉ",50.3
2415065,"Baie-Sainte-Catherine, MÉ",55.5
2415902,"Mont-Élie, NO",56.1
2415904,"Sagard, NO",49.1
2416005,"Petite-Rivière-Saint-François, MÉ",47.6
2416013,"Baie-Saint-Paul, V",48.2
2416023,"L'Isle-aux-Coudres, MÉ",54.4
2416048,"Les Éboulements, MÉ",47.7
2416050,"Saint-Hilarion, PE",43
2416055,"Saint-Urbain, PE",45.3
2417005,"Saint-Omer, MÉ",50.4
2417010,"Saint-Pamphile, V",48.1
2417015,"Saint-Adalbert, MÉ",47.9
2417020,"Saint-Marcel, MÉ",46.7
2417025,"Sainte-Félicité, MÉ",49.7
2417030,"Sainte-Perpétue, MÉ",47.6
2417035,"Tourville, MÉ",46.4
2417040,"Saint-Damase-de-L'Islet, MÉ",48.9
2417045,"Saint-Cyrille-de-Lessard, PE",48.3
2417055,"Saint-Aubert, MÉ",45.8
2417060,"Sainte-Louise, PE",44.2
2417065,"Saint-Roch-des-Aulnaies, PE",47
2417070,"Saint-Jean-Port-Joli, MÉ",47.5
2417078,"L'Islet, MÉ",45.9
2418005,"Saint-Just-de-Bretenières, MÉ",49.1
2418010,"Lac-Frontière, MÉ",51.2
2418015,"Saint-Fabien-de-Panet, PE",50.3
2418020,"Sainte-Lucie-de-Beauregard, MÉ",48.9
2418025,"Sainte-Apolline-de-Patton, PE",48.6
2418030,"Saint-Paul-de-Montminy, MÉ",49.9
2418035,"Sainte-Euphémie-sur-Rivière-du-Sud, MÉ",49.4
2418040,"Notre-Dame-du-Rosaire, MÉ",47.7
2418045,"Cap-Saint-Ignace, MÉ",45.4
2418050,"Montmagny, V",47.6
2418055,"Saint-Pierre-de-la-Rivière-du-Sud, PE",42.5
2418060,"Saint-François-de-la-Rivière-du-Sud, MÉ",42.1
2418065,"Berthier-sur-Mer, MÉ",46.2
2418070,"Saint-Antoine-de-l'Isle-aux-Grues, PE",54
2419005,"Saint-Philémon, PE",50.6
2419010,"Notre-Dame-Auxiliatrice-de-Buckland, PE",49.9
2419015,"Saint-Nazaire-de-Dorchester, PE",44.4
2419020,"Saint-Léon-de-Standon, PE",48.2
2419025,"Saint-Malachie, PE",45.5
2419030,"Saint-Damien-de-Buckland, PE",49.4
2419037,"Armagh, MÉ",47.1
2419045,"Saint-Nérée-de-Bellechasse, MÉ",46.9
2419050,"Saint-Lazare-de-Bellechasse, MÉ",41.8
2419055,"Sainte-Claire, MÉ",43.6
2419062,"Saint-Anselme, MÉ",40.4
2419068,"Saint-Henri, MÉ",38.1
2419070,"Honfleur, MÉ",42.1
2419075,"Saint-Gervais, MÉ",40.1
2419082,"Saint-Raphaël, MÉ",44
2419090,"La Durantaye, PE",42.6
2419097,"Saint-Charles-de-Bellechasse, MÉ",40.2
2419105,"Beaumont, MÉ",44
2419110,"Saint-Michel-de-Bellechasse, MÉ",45.2
2419117,"Saint-Vallier, MÉ",44.5
2420005,"Saint-François-de-l'Île-d'Orléans, MÉ",49
2420010,"Sainte-Famille, PE",48.8
2420015,"Saint-Jean-de-l'Île-d'Orléans, MÉ",48.6
2420020,"Saint-Laurent-de-l'Île-d'Orléans, MÉ",46
2420025,"Saint-Pierre-de-l'Île-d'Orléans, MÉ",45.6
2420030,"Sainte-Pétronille, VL",47.7
2421005,"Saint-Tite-des-Caps, MÉ",45.7
2421010,"Saint-Ferréol-les-Neiges, MÉ",44.3
2421020,"Saint-Joachim, PE",45
2421025,"Beaupré, V",48.3
2421030,"Sainte-Anne-de-Beaupré, V",47.3
2421035,"Château-Richer, V",42.9
2421040,"L'Ange-Gardien, MÉ",41
2421045,"Boischatel, MÉ",38.4
2422005,"Sainte-Catherine-de-la-Jacques-Cartier, V",35.5
2422010,"Fossambault-sur-le-Lac, V",40.8
2422015,"Lac-Saint-Joseph, V",55.2
2422020,"Shannon, MÉ",30.9
2422025,"Saint-Gabriel-de-Valcartier, MÉ",33.5
2422030,"Lac-Delage, V",36.3
2422035,"Stoneham-et-Tewkesbury, CU",37.1
2422040,"Lac-Beauport, MÉ",37.8
2422045,"Sainte-Brigitte-de-Laval, V",33.5
2423015,"Notre-Dame-des-Anges, PE",85.1
2423027,"Québec, V",43.2
2423057,"L'Ancienne-Lorette, V",43.6
2423072,"Saint-Augustin-de-Desmaures, V",42.1
2423802,"Wendake, IRI",41.2
2425213,"Lévis, V",41.5
2426005,"Frampton, MÉ",44.9
2426010,"Saints-Anges, PE",39.4
2426015,"Vallée-Jonction, MÉ",43.7
2426022,"Saint-Elzéar, MÉ",36.2
2426030,"Sainte-Marie, V",41.8
2426035,"Sainte-Marguerite, PE",40
2426040,"Sainte-Hénédine, PE",41.8
2426048,"Scott, MÉ",37.6
2426055,"Saint-Bernard, MÉ",37.8
2426063,"Saint-Isidore, MÉ",40.5
2426070,"Saint-Lambert-de-Lauzon, MÉ",37.5
2427008,"Saint-Victor, MÉ",43.9
2427015,"Saint-Alfred, MÉ",39.7
2427028,"Beauceville, V",43.6
2427035,"Saint-Odilon-de-Cranbourne, PE",42.4
2427043,"Saint-Joseph-de-Beauce, V",42.2
2427050,"Saint-Joseph-des-Érables, MÉ",39.5
2427055,"Saint-Jules, PE",42.3
2427060,"Tring-Jonction, VL",42.3
2427065,"Saint-Frédéric, PE",41
2427070,"Saint-Séverin, PE",47.5
2428005,"Saint-Zacharie, MÉ",44.7
2428015,"Sainte-Aurélie, MÉ",45.1
2428020,"Saint-Prosper, MÉ",43.4
2428025,"Saint-Benjamin, MÉ",40.5
2428030,"Sainte-Rose-de-Watford, MÉ",45.1
2428035,"Saint-Louis-de-Gonzague, MÉ",47.3
2428040,"Saint-Cyprien, PE",48.9
2428045,"Sainte-Justine, MÉ",44
2428053,"Lac-Etchemin, MÉ",49.1
2428060,"Saint-Luc-de-Bellechasse, MÉ",51.4
2428065,"Sainte-Sabine, PE",56
2428070,"Saint-Camille-de-Lellis, PE",49.7
2428075,"Saint-Magloire, MÉ",52.1
2429005,"Saint-Théophile, MÉ",42.4
2429013,"Saint-Gédéon-de-Beauce, MÉ",41.7
2429020,"Saint-Hilaire-de-Dorset, PE",46.2
2429025,"Saint-Évariste-de-Forsyth, MÉ",43.3
2429030,"La Guadeloupe, VL",43.5
2429038,"Saint-Honoré-de-Shenley, MÉ",40.6
2429045,"Saint-Martin, PE",41.5
2429050,"Saint-René, PE",36.3
2429057,"Saint-Côme--Linière, MÉ",40.3
2429065,"Saint-Philibert, MÉ",40.1
2429073,"Saint-Georges, V",42.6
2429095,"Lac-Poulin, VL",46.6
2429100,"Saint-Benoît-Labre, MÉ",40
2429112,"Saint-Éphrem-de-Beauce, MÉ",41.4
2429120,"Notre-Dame-des-Pins, PE",43.3
2429125,"Saint-Simon-les-Mines, MÉ",39.2
2430005,"Saint-Augustin-de-Woburn, PE",42.7
2430010,"Notre-Dame-des-Bois, MÉ",44.2
2430015,"Val-Racine, MÉ",43.3
2430020,"Piopolis, MÉ",54.6
2430025,"Frontenac, MÉ",42.2
2430030,"Lac-Mégantic, V",46.8
2430035,"Marston, CT",42.1
2430040,"Milan, MÉ",45.2
2430045,"Nantes, MÉ",42.2
2430050,"Sainte-Cécile-de-Whitton, MÉ",41.9
2430055,"Audet, MÉ",42.3
2430070,"Saint-Robert-Bellarmin, MÉ",40.8
2430072,"Saint-Ludger, MÉ",45.3
2430080,"Lac-Drolet, MÉ",46.8
2430085,"Saint-Sébastien, MÉ",45.3
2430090,"Courcelles, MÉ",46.9
2430095,"Lambton, MÉ",47
2430100,"Saint-Romain, MÉ",44.4
2430105,"Stornoway, MÉ",44.8
2430110,"Stratford, CT",52.3
2431008,"Beaulac-Garthby, MÉ",54.1
2431015,"Disraeli, V",49.1
2431020,"Disraeli, PE",47.8
2431025,"Saint-Jacques-le-Majeur-de-Wolfestown, PE",46.7
2431030,"Saint-Fortunat, MÉ",46.8
2431035,"Saint-Julien, MÉ",46.1
2431040,"Irlande, MÉ",45.1
2431045,"Saint-Joseph-de-Coleraine, MÉ",47.7
2431050,"Sainte-Praxède, PE",48.5
2431056,"Adstock, MÉ",44.6
2431060,"Sainte-Clotilde-de-Beauce, MÉ",44.1
2431084,"Thetford Mines, V",47.9
2431095,"Saint-Adrien-d'Irlande, MÉ",44.3
2431100,"Saint-Jean-de-Brébeuf, MÉ",42.9
2431105,"Kinnear's Mills, MÉ",43.5
2431122,"East Broughton, MÉ",46
2431130,"Sacré-Coeur-de-Jésus, PE",41.7
2431135,"Saint-Pierre-de-Broughton, MÉ",43.7
2431140,"Saint-Jacques-de-Leeds, MÉ",42.1
2432013,"Saint-Ferdinand, MÉ",48.4
2432023,"Sainte-Sophie-d'Halifax, MÉ",41.4
2432033,"Princeville, V",40.6
2432040,"Plessisville, V",46.7
2432045,"Plessisville, PE",41
2432050,"Saint-Pierre-Baptiste, PE",41.6
2432058,"Inverness, MÉ",43.3
2432065,"Lyster, MÉ",44.7
2432072,"Laurierville, MÉ",42.9
2432080,"Notre-Dame-de-Lourdes, PE",43.1
2432085,"Villeroy, MÉ",46.1
2433007,"Saint-Sylvestre, MÉ",43.8
2433017,"Sainte-Agathe-de-Lotbinière, MÉ",44.7
2433025,"Saint-Patrice-de-Beaurivage, MÉ",41.2
2433030,"Saint-Narcisse-de-Beaurivage, PE",37.7
2433035,"Saint-Gilles, PE",39.4
2433040,"Dosquet, MÉ",41.6
2433045,"Saint-Agapit, MÉ",38.4
2433052,"Saint-Flavien, MÉ",42.2
2433060,"Laurier-Station, VL",42.3
2433065,"Saint-Janvier-de-Joly, MÉ",42.9
2433070,"Val-Alain, MÉ",42.4
2433080,"Saint-Édouard-de-Lotbinière, PE",41.8
2433085,"Notre-Dame-du-Sacré-Coeur-d'Issoudun, PE",38.6
2433090,"Saint-Apollinaire, MÉ",38.8
2433095,"Saint-Antoine-de-Tilly, MÉ",44.9
2433102,"Sainte-Croix, MÉ",46.7
2433115,"Lotbinière, MÉ",51.9
2433123,"Leclercville, MÉ",46.8
2434007,"Neuville, V",41.1
2434017,"Pont-Rouge, V",39.5
2434025,"Donnacona, V",44.3
2434030,"Cap-Santé, V",42.2
2434038,"Saint-Basile, V",44.2
2434048,"Portneuf, V",46.3
2434058,"Deschambault-Grondines, MÉ",44.1
2434060,"Saint-Gilbert, PE",44.2
2434065,"Saint-Marc-des-Carrières, V",47.9
2434078,"Saint-Casimir, MÉ",49.5
2434085,"Saint-Thuribe, PE",43.6
2434090,"Saint-Ubalde, MÉ",48.3
2434097,"Saint-Alban, MÉ",46.9
2434105,"Sainte-Christine-d'Auvergne, MÉ",46.9
2434115,"Saint-Léonard-de-Portneuf, MÉ",43.1
2434120,"Lac-Sergent, V",45.3
2434128,"Saint-Raymond, V",44.7
2434135,"Rivière-à-Pierre, MÉ",50
2435005,"Notre-Dame-de-Montauban, MÉ",54.6
2435010,"Lac-aux-Sables, PE",53.3
2435015,"Saint-Adelphe, PE",50.4
2435020,"Saint-Séverin, PE",44.6
2435027,"Saint-Tite, V",50.4
2435035,"Hérouxville, PE",44.8
2435040,"Grandes-Piles, VL",50.9
2435045,"Saint-Roch-de-Mékinac, PE",52.5
2435050,"Sainte-Thècle, MÉ",49.9
2435055,"Trois-Rives, MÉ",56.2
2436033,"Shawinigan, V",48.4
2437067,"Trois-Rivières, V",44.8
2437205,"Sainte-Anne-de-la-Pérade, MÉ",48.1
2437210,"Batiscan, MÉ",49.5
2437215,"Sainte-Geneviève-de-Batiscan, PE",49.4
2437220,"Champlain, MÉ",46.5
2437225,"Saint-Luc-de-Vincennes, MÉ",46
2437230,"Saint-Maurice, PE",38.2
2437235,"Notre-Dame-du-Mont-Carmel, PE",40.9
2437240,"Saint-Narcisse, PE",46.2
2437245,"Saint-Stanislas, MÉ",49.5
2437250,"Saint-Prosper-de-Champlain, MÉ",47.5
2438005,"Saint-Sylvère, MÉ",43.8
2438010,"Bécancour, V",42.9
2438015,"Sainte-Marie-de-Blandford, MÉ",46
2438020,"Lemieux, MÉ",44.9
2438028,"Manseau, MÉ",46.2
2438035,"Sainte-Françoise, MÉ",47.2
2438040,"Sainte-Sophie-de-Lévrard, PE",48.2
2438047,"Fortierville, MÉ",47.4
2438055,"Parisville, PE",44.6
2438060,"Sainte-Cécile-de-Lévrard, PE",41.2
2438065,"Saint-Pierre-les-Becquets, MÉ",51
2438070,"Deschaillons-sur-Saint-Laurent, MÉ",50.8
2438802,"Wôlinak, IRI",35.8
2439005,"Saints-Martyrs-Canadiens, PE",54.3
2439010,"Ham-Nord, CT",46.6
2439015,"Notre-Dame-de-Ham, MÉ",44.3
2439020,"Saint-Rémi-de-Tingwick, MÉ",45.9
2439025,"Tingwick, MÉ",42.3
2439030,"Chesterville, MÉ",39.8
2439035,"Sainte-Hélène-de-Chester, MÉ",40
2439043,"Saint-Norbert-d'Arthabaska, MÉ",41.1
2439060,"Saint-Christophe-d'Arthabaska, PE",37.9
2439062,"Victoriaville, V",44.4
2439077,"Warwick, V",43.1
2439085,"Saint-Albert, MÉ",38.8
2439090,"Sainte-Élizabeth-de-Warwick, MÉ",38.9
2439097,"Kingsey Falls, V",38.7
2439105,"Sainte-Séraphine, PE",39.9
2439117,"Sainte-Clotilde-de-Horton, MÉ",41.9
2439130,"Saint-Samuel, MÉ",40.8
2439135,"Saint-Valère, MÉ",39.9
2439145,"Saint-Rosaire, PE",39.3
2439150,"Sainte-Anne-du-Sault, MÉ",42.5
2439155,"Daveluyville, V",44.6
2439165,"Maddington Falls, MÉ",47
2439170,"Saint-Louis-de-Blandford, MÉ",41.5
2440005,"Ham-Sud, MÉ",46.5
2440010,"Saint-Adrien, MÉ",43.5
2440017,"Wotton, MÉ",43.7
2440025,"Saint-Camille, CT",39.1
2440032,"Saint-Georges-de-Windsor, MÉ",40.9
2440043,"Asbestos, V",48.9
2440047,"Danville, V",46
2441012,"Saint-Isidore-de-Clifton, MÉ",45.5
2441020,"Chartierville, MÉ",55.1
2441027,"La Patrie, MÉ",45.4
2441037,"Newport, MÉ",45.1
2441038,"Cookshire-Eaton, V",41.5
2441055,"Ascot Corner, MÉ",37.5
2441060,"East Angus, V",43.1
2441065,"Westbury, CT",41.7
2441070,"Bury, MÉ",43.1
2441075,"Hampden, CT",45.3
2441080,"Scotstown, V",47.7
2441085,"Lingwick, CT",47.3
2441098,"Weedon, MÉ",49.2
2441117,"Dudswell, MÉ",45.4
2442005,"Stoke, MÉ",40.8
2442020,"Saint-François-Xavier-de-Brompton, MÉ",40.8
2442025,"Saint-Denis-de-Brompton, MÉ",39
2442032,"Racine, MÉ",44.8
2442040,"Bonsecours, MÉ",44.8
2442045,"Lawrenceville, VL",40.5
2442050,"Sainte-Anne-de-la-Rochelle, MÉ",42.2
2442055,"Valcourt, V",44.8
2442060,"Valcourt, CT",43.6
2442065,"Maricourt, MÉ",44.6
2442070,"Kingsbury, VL",40.9
2442075,"Melbourne, CT",43.8
2442078,"Ulverton, MÉ",44
2442088,"Windsor, V",42.8
2442095,"Val-Joli, MÉ",40.3
2442098,"Richmond, V",45.6
2442100,"Saint-Claude, MÉ",40.5
2442110,"Cleveland, CT",48.8
2443027,"Sherbrooke, V",41.3
2444003,"Saint-Malo, MÉ",40.9
2444005,"Saint-Venant-de-Paquette, MÉ",48.4
2444010,"East Hereford, MÉ",41.2
2444015,"Saint-Herménégilde, MÉ",45.6
2444023,"Dixville, MÉ",38.4
2444037,"Coaticook, V",44.2
2444045,"Barnston-Ouest, MÉ",43.2
2444050,"Stanstead-Est, MÉ",47.1
2444055,"Sainte-Edwidge-de-Clifton, CT",35.6
2444060,"Martinville, MÉ",41.8
2444071,"Compton, MÉ",40.3
2444080,"Waterville, V",40
2445008,"Stanstead, V",44
2445020,"Ogden, MÉ",47.8
2445025,"Stanstead, CT",52.4
2445030,"Potton, CT",51.2
2445035,"Ayer's Cliff, VL",45.3
2445043,"Hatley, MÉ",45.2
2445050,"North Hatley, VL",50.7
2445055,"Hatley, CT",43.1
2445060,"Sainte-Catherine-de-Hatley, MÉ",45.5
2445072,"Magog, V",46.8
2445085,"Austin, MÉ",51.1
2445093,"Eastman, MÉ",50.2
2445095,"Bolton-Est, MÉ",49.6
